room_title,woe_room_url,tag_id,tag
"Escape room ""The Study"" by The Sleuth Box in Phoenix",https://worldofescapes.com/phoenix/quests/the-study-az,1,Historic
"Escape room ""The Study"" by The Sleuth Box in Phoenix",https://worldofescapes.com/phoenix/quests/the-study-az,2,Public Ticketing
"Escape room ""The Study"" by The Sleuth Box in Phoenix",https://worldofescapes.com/phoenix/quests/the-study-az,3,Elaborate decorations
"Escape room ""The Study"" by The Sleuth Box in Phoenix",https://worldofescapes.com/phoenix/quests/the-study-az,4,Up to ten players
"Escape room ""The Grove"" by Brain Busters Escape Rooms in Daleville",https://worldofescapes.com/daleville/quests/brain-busters-escape-rooms-the-grove,0,Up to six players
"Escape room ""Sulley’s Sinking Ship"" by Escape Zone Oxford in Oxford (AL)",https://worldofescapes.com/oxford-al/quests/escape-zone-oxford-sulleys-sinking-ship,0,Public Ticketing
"Escape room ""Sulley’s Sinking Ship"" by Escape Zone Oxford in Oxford (AL)",https://worldofescapes.com/oxford-al/quests/escape-zone-oxford-sulleys-sinking-ship,1,Up to six players
"Escape room ""The Secret Society"" by Escape Enterprise in Daleville",https://worldofescapes.com/daleville/quests/escape-enterprise-the-secret-society,0,Top Secret
"Escape room ""The Secret Society"" by Escape Enterprise in Daleville",https://worldofescapes.com/daleville/quests/escape-enterprise-the-secret-society,1,Up to eight players
"Escape room ""The Laboratory"" by Locked In in Birmingham",https://worldofescapes.com/birm/quests/Locked-In-THE-LABORATORY,0,Public Ticketing
"Escape room ""The Laboratory"" by Locked In in Birmingham",https://worldofescapes.com/birm/quests/Locked-In-THE-LABORATORY,1,Up to eight players
"Escape room ""Pawn Shop"" by ESCAPE:chandler in Phoenix",https://worldofescapes.com/phoenix/quests/escape-chandler-pawn-shop,0,Public Ticketing
"Escape room ""Pawn Shop"" by ESCAPE:chandler in Phoenix",https://worldofescapes.com/phoenix/quests/escape-chandler-pawn-shop,1,Up to eight players
