room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate,min_players,max_players,time_limit_str,minimum_age,difficulty_int,fear_int,query_address,room_latitude,room_longitude
"Escape room ""The Elixir of Immortality"" by Escape Rooms FL in Miami",https://worldofescapes.com/miami/quests/escape-rooms-fl-the-elixir-of-immortality,"4937 Coconut Creek Pkwy Coconut Creek, FL 33063","Professor Ian Westower’s passion for history and curious of old traditions, he has traveled the world in search of the Secrets to Immortality.  During his travels, he uncovers the most precious and powerful secret – The Elixir of Immortality.
Fearing of being followed and the precious discovery falling into the wrong hands, he has hidden it in his study. You are to journey into his study to find it before time runs out. You have 60 minutes to find it or it will self-destruct.",2-6,60,Average,Not scary,11+,None,2,6,60 minutes,11,1,0,"4937 Coconut Creek Pkwy, Coconut Creek, FL 33063, USA",26.2461582,-80.1912947
"Escape room ""Arcade"" by Escape Era in San Diego",https://worldofescapes.com/san-diego/quests/escape-era-arcade,"5830 Oberlin Drive Suite 303, San Diego, CA 92121",Millionaire game mogul stashes money in one of his undisclosed arcades. Can you find the money at this Arcade?,2-10,60,Very difficult,Not scary,16+,None,2,10,60 minutes,16,3,0,"5830 Oberlin Dr Ste 303, San Diego, CA 92121, USA",32.8944969,-117.1936725
"Escape room ""The Box"" by Amazing Escapes of Boise in Boise",https://worldofescapes.com/boise/quests/amazing-escapes-of-boise-the-box,"6555 W. Overland Rd., Suite 120, Boise, ID 83709","A secret government program, code-named ""Algernon Assay"", has been successful with a groundbreaking drug that increases cognitive brain function in 72% of its test subjects. The final phase is to test it on random humans with average intelligence. Unfortunately, the drug is only effective for 56 minutes. Just enough time to escape... the box!",2-2,56,Average,Not scary,8+,None,2,2,56 minutes,8,1,0,"6555 W Overland Rd #120, Boise, ID 83709, USA",43.5894202,-116.2624841
"Escape room ""Rocky Mountain Meltdown"" by Vail Valley Escape Room in Avon",https://worldofescapes.com/avon/quests/vail-valley-escape-room-rocky-mountain-meltdown,"110 E Beaver Creek Blvd Suite 201 Avon, CO 81620","In the summer of 1989, the FBI and EPA raided the Rocky Flats Plant. Facing his demise, Dr Heinrich Victronium stole away into the Rocky Mountains to plot his revenge. He made his way to the Rocky Mountains and has devised a plan to destroy the world. It is up to you and your team to sneak into his underground lair and Defuse the situation before it’s too late!",2-10,60,Average,Not scary,,None,2,10,60 minutes,nan,1,0,"110 E Beaver Creek Blvd Apt 201, Avon, CO 81620, USA",39.6346631,-106.5200262
"Escape room ""Sherlock Holmes: A Matter of Time"" by Escape Room Live in Washington, D.C.",https://worldofescapes.com/washington/quests/Escape-Room-Live-Sherlock-Holmes-A-Matter-of-Time,"814 King Street, Floor 2 Alexandria, VA 22314",Sherlock has summoned you to his study to assist on a case he has almost finished. You arrive to find him missing yet know he was recently there... the scotch glasses still have ice in them. Can you discover where he is in time?,2-10,45,Difficult,Not scary,5+,None,2,10,45 minutes,5,2,0,"814 King St Floor 2, Alexandria, VA 22314, USA",38.8051009,-77.0487557
"Escape room ""Wild West Heist"" by Legends Escape Rooms in Tampa",https://worldofescapes.com/tampa/quests/legends-escape-rooms-wild-west-heist,"952 W. Brandon Blvd Brandon, FL 33510",Find your way to the saloon and your plan to hit the bank and get away with the town's loot. Will you make it out in time or will you be busted by Sheriff Wyatt Earp?,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"952 W Brandon Blvd, Brandon, FL 33511, USA",27.9382891,-82.2968235
"Escape room ""The Ransom"" by Daytona Escape Room Experience in Daytona Beach",https://worldofescapes.com/daytona-beach/quests/daytona-escape-room-the-ransom,"681 Beville Rd. South Daytona, FL 32119","Renowned author and world traveler, Daniel Mckenna, has enlisted the help of several interns to assist him in his research for his final novel. However, once inside you will find out you are there to do much more than just assist him in his research.",2-6,60,Average,Not scary,,None,2,6,60 minutes,nan,1,0,"681 Beville Rd, South Daytona, FL 32119, USA",29.1795492,-81.01727919999999
"Escape room ""Prison Break"" by The Escape Game San Francisco in San Francisco",https://worldofescapes.com/sfbay/quests/the-escape-game-san-francisco-prison-break,"150 Kearny Street, San Francisco, CA, 94108","The year is 1955. You’ve been wrongfully accused of a crime, and sentenced to life in prison without the possibility of parole. Your new “home” is a cell that once belonged to an inmate who disappeared without a trace… or did he? Some claim he escaped. Others swear he was murdered by the infamously cruel warden. But no one actually knows… can you escape before you suffer the same fate?


",2-8,60,Very difficult,Not scary,14+,None,2,8,60 minutes,14,3,0,"150 Kearny St, San Francisco, CA 94108, USA",37.7895363,-122.4036567
"Escape room ""The Gauntlet: The Hunt for DB Cooper's Treasure"" by Escape Woods in Atlanta",https://worldofescapes.com/atlanta/quests/escape-woods-the-gauntlet-the-hunt-for-db-coopers-treasure,"628 Sleepy Hollow Rd Powder Springs, GA 30127","This unique adventure is part treasure hunt, part escape game, and part obstacle challenge. The game is based on the true story of the legendary D.B. Copper skyjacking of 1971. We have reason to believe that D.B. Cooper passed away and wants someone to find his treasure. To make sure the inheritor(s) of his treasure are worthy, he has left clues that you will need to solve, obstacles that will need to be crossed, and booby traps that can’t be tripped. Your mission is to travel to the remote region where D.B. Cooper landed after he parachuted from the plane and find the treasure. This region is known for treacherous terrain and severe weather so this will not be an easy mission. Good luck. Contact us to book this game.",14-50,60,Average,Not scary,,None,1,50,60 minutes,nan,1,0,"628 Sleepy Hollow Rd, Powder Springs, GA 30127, USA",33.801944,-84.73528
"Escape room ""Captain’s Quarters"" by Beat the Room in Sacramento",https://worldofescapes.com/sacramento/quests/beat-the-room-captains-quarters,"6840 Five Star Blvd #100; Rocklin, CA 95677","In the early 1700’s on a dark and stormy night, the infamous Black Bart and his crew have set anchor and gone ashore after months at sea. You’ve heard tales that Black Bart has a treasure map of immeasurable value hidden in his quarters. His boat, the Royal Fortune, bounces angrily in the waves, beckoning you – daring you, to come aboard and find the treasure.
If you’re caught, walking the plank with be the last thing you do. Can you and your crew brave the storm and sneak into the captain's quarters, find the map and get out before the captain and the crew comes back?",2-8,60,Average,Not scary,14+,0.45,2,8,60 minutes,14,1,0,"6840 Five Star Blvd #100, Rocklin, CA 95677, USA",38.7778289,-121.2642014
"Escape room ""Ghost Ship"" by 60out Escape Rooms in Los Angeles",https://worldofescapes.com/los-angeles/quests/60out-ghost-ship,"7270 Melrose Ave Los Angeles, CA 90046","Many years ago a curse was put on this ship and the whole crew for their sins. Since that wretched night, they have been capturing people at sea and holding them captive with the hope that they might be the ones to help break the spell, but no one has even come close. After you are caught, can you release everyone from this dark spell, or will you become a part of the cursed crew like so many before you?",2-6,60,Very difficult,A little scary,12+,None,2,6,60 minutes,12,3,1,"7270 Melrose Ave, Los Angeles, CA 90046, USA",34.0833042,-118.3481809
"Escape room ""Cursed Crypt"" by Escape Hotel in Los Angeles",https://worldofescapes.com/los-angeles/quests/escape-hotel-cursed-crypt,"6633 Hollywood Blvd, Los Angeles, CA 90028","You and your team are archeologists… Legend has it, that hidden in the jungle, there lies a cursed crypt - the tomb of five Egyptian pharaohs, who gave their lives to keep their most precious treasure, the Pyramid of Ancient Wisdom. This Pyramid has been stolen. Your mission is to retrieve it before it falls into the wrong hand.",1-10,60,Very difficult,Not scary,12+,None,1,10,60 minutes,12,3,0,"6633 Hollywood Blvd, Los Angeles, CA 90028, USA",34.1017827,-118.3345105
"Escape room ""Erased"" by Ultimate Escape Game in Atlanta",https://worldofescapes.com/atlanta/quests/ultimate-escape-game-erased,"3200 Cobb Galleria Parkway, Suite 150 Atlanta, GA 30339","In this sequel to the legendary HACKERS room, the location of a sophisticated hackers’ organization has been compromised. They’ve gone into hiding and hired you to “scrub” their facility. Your job is to erase all evidence incriminating your employers.
You have one hour until the feds are beating down the door. Can you erase the hackers’ digital trail in time, or are you the one that will be ERASED?",4-8,60,Very difficult,Not scary,14+,0.05,4,8,60 minutes,14,3,0,"3200 Cobb Galleria Pkwy #150, Atlanta, GA 30339, USA",33.8808475,-84.4556048
"Escape room ""Arrested"" by Open Door Escape Games in Redlands",https://worldofescapes.com/redlands/quests/open-door-escape-games-arrested,"370 Alabama Suite B Redlands, CA 92373",It's the turn of the century in the Wild West and the corrupt sheriff has you wrongfully detained. Your execution is set 60 minutes from your arrest. Can you cleverly escape before high noon?,2-6,60,Average,Not scary,13+,None,2,6,60 minutes,13,1,0,"370 Alabama St Suite B, Redlands, CA 92373, USA",34.0572551,-117.2074655
"Escape room ""Sherlock Holmes’ Library"" by The Great Escape Room in Orlando",https://worldofescapes.com/orlando/quests/The-Great-Escape-Room-The-Library,"23 1/2 South Magnolia Avenue Orlando, FL 32801",Put your skills of deductive reasoning to the test and see if you can be selected as an apprentice for the legendary Sherlock Holmes. It is your task to unravel the mystery set before you and join The League of the Masters of Elementary Deduction.,2-10,60,Difficult,Not scary,,0.35,2,10,60 minutes,nan,2,0,"23 1/2 S Magnolia Ave, Orlando, FL 32801, USA",28.541705,-81.3773247
"Escape room ""Elf Academy"" by Escape Reality Games in Sarasota",https://worldofescapes.com/sarasota/quests/escape-reality-games-elf-academy,"6250 N Lockwood Ridge Rd Sarasota, FL 34243","You've been training for this holly jolly moment all your life, baking cookies, singing Christmas carols, wrapping presents, trying to find out who's naughty and nice... Now you've got 60 minutes to prove you know Christmas inside and out and join the ranks of the Elf Team! Can you pass Santa's final exam?",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"6250 N Lockwood Ridge Rd, Sarasota, FL 34243, USA",27.3881872,-82.5055304
"Escape room ""Ghostbusters!"" by Escape Room Live in Washington, D.C.",https://worldofescapes.com/washington/quests/escape-room-live-ghostbusters,"3345 M Street NW, Washington, DC 20007","WHO YOU GONNA CALL? Help Venkman, Spengler, Stantz and Zeddemore capture Slimer, the Librarian and Stay Puft and flush them from the city before it's pandemonium! Can you help save NYC?",2-10,45,Difficult,Not scary,5+,None,2,10,45 minutes,5,2,0,"3345 M St NW, Washington, DC 20007, USA",38.9052588,-77.0674868
"Escape room ""The Illusionist"" by Ace of Escape in Tucson",https://worldofescapes.com/tucson/quests/ace-of-escape-the-illusionist,"406 N Church Ave Tucson, AZ 85701","A famed illusionist has murdered his beautiful assistant. Your team of investigators return to the crime scene but find yourselves locked in and under a hypnotic trance. You must sift through the evidence distinguishing between reality and illusion to determine the cause, date, and location of the mysterious murder within 65 minutes.
A modified version with additional hints is available for kid and teen private events.",4-14,65,Very difficult,Not scary,12+,0.6,4,14,65 minutes,12,3,0,"406 N Church Ave, Tucson, AZ 85701, USA",32.2268097,-110.9736458
"Escape room ""Prohibition Ransom"" by Boss-Play Escape Rooms in Oceanside",https://worldofescapes.com/oceanside/quests/boss-play-escape-rooms-prohibition-ransom,"2216 El Camino Real #206 Oceanside, CA 92054","Millionaire Oil Man Charles Urschel has escaped his Kidnapper Machine Gun Kelly, who has taken you hostage instead. He demands that you find the Millionaire's cash and liquor reserves. Will you be able to find the reserves before the mobsters get too impatient?",2-8,60,Very difficult,Not scary,16+,None,2,8,60 minutes,16,3,0,"2216 El Camino Real #206, Oceanside, CA 92054, USA",33.185886,-117.3272406
"Escape room ""The Fort"" by Urban Escape Games in Atlanta",https://worldofescapes.com/atlanta/quests/zescape-the-fort,"1800 Sandy Plains, Industrial Pkwy Ste. 320, Marietta, GA 30066","Trapped inside of a Spanish Conquistador fort, you must find your way out before time runs out...but sometimes just escaping isn't enough...
This game contains our most unique and hands on puzzles and is sure to appease all skill levels.",2-8,60,Difficult,Not scary,,None,2,8,60 minutes,nan,2,0,"1800 Sandy Plains, Industrial Pkwy Ste. 320, Marietta, GA 30066, USA",33.9956379,-84.52955150000001
"Escape room ""The Apartment Next Door"" by Omescape in San Jose",https://worldofescapes.com/san-jose/quests/omescape-sunnyvale-the-apartment-next-door,"1135 E Arques Ave Sunnyvale, CA 94085","Looking for a room to rent in the Bay Area? Tired of seeing those expensive apartments? Finally, you find a place that is perfect for you. You arrive and feel like there is something more to this apartment than you think. Do you leave or stay to “see” what the room has in store?",2-6,60,Difficult,Scary,14+,None,2,6,60 minutes,14,2,2,"1135 E Arques Ave, Sunnyvale, CA 94085, USA",37.3809952,-121.999557
"Escape room ""Escape From Alcatraz"" by EscapeSF in San Francisco",https://worldofescapes.com/sfbay/quests/alcatraz-sf,"602 Kearny St San Francisco, CA 94108","In its 29 years of operation, there were 14 attempts to escape from Alcatraz prison involving 36 inmates, and all of them were unsuccessful. 

Be one of the first to escape from the notorious prison!",2-5,60,Average,Not scary,12+,None,2,5,60 minutes,12,1,0,"602 Kearny St, San Francisco, CA 94108, USA",37.7937253,-122.4045538
"Escape room ""The Shed"" by Dare To Escape AZ in Phoenix",https://worldofescapes.com/phoenix/quests/dare-to-escape-az-the-shed,"9875 S Priest Dr #101 Tempe, AZ 85284","You met with your friends for a late night showing of a movie. There were few people around as you entered the smallish theater. The film started. About ten minutes in, one of your friends asked “Do you smell something?” That is the last thing you remember.

You and your friends woke up locked in a shed. Obviously, it has been used to keep people locked in before. You sense someone watching you from the darkness.

Suddenly there is a yelp! A waft of burnt hair comes from the dark room. Your kidnapper runs out in a hurry. You sense he was not done locking you in. You rise up, sensing if he is back, he can keep you there for a long time.",4-12,60,Average,Not scary,,None,4,12,60 minutes,nan,1,0,"9875 S Priest Dr #101, Tempe, AZ 85284, USA",33.3213034,-111.9610135
