room_title,woe_room_url,room_address,room_description,player_range,time_limit,difficulty_level,fear_level,age_requirement,success_rate,min_players,max_players,time_limit_str,minimum_age,difficulty_int,fear_int,query_address,room_latitude,room_longitude
"Escape room ""Grim Stacks"" by Puzzle Effect Boise in Boise",https://worldofescapes.com/boise/quests/the-puzzle-effect-grim-stacks,"8249 W Overland Rd #140 Boise, ID 83709","The owner of a mystical bookshop is up to something sinister. He has captured a mystical creature and plans to use it to take revenge against the Arcane Library. You must sneak into his shop, find the creature, and rescue it before his plan can be carried out.",2-6,60,Average,Not scary,14+,None,2,6,60 minutes,14,1,0,"8249 W Overland Rd #140, Boise, ID 83709, USA",43.5896396,-116.2847748
"Escape room ""The Underground Morgue"" by Demented Escape Room in Miami",https://worldofescapes.com/miami/quests/demented-escape-room-biohazard,"2505 FL-7 Margate, FL 33063","You just received a horrible phone call that your best friend has been murdered and they need you to confirm and identify the body. In complete disarray, you make your way to the hospital with a group of friends who are there to support you. As you find your way to the morgue, you realize something is off.. This isn’t your typical morgue. It feels like you went down the wrong area and just as you and your friends realize this, the door shuts behind you and you are locked inside.
You find yourself surrounded by mutilated bodies and your friend is nowhere to be found. You hear loud noises coming from different rooms, screams and cries for help.
The clock is ticking…. Do you have it in you to escape the Underground Morgue before a gruesome end comes to you all? Good Luck!",4-14,50,Very difficult,Very scary,12+,0.25,4,14,50 minutes,12,3,3,"2505 FL-7, Margate, FL 33063, USA",26.2589928,-80.20217579999999
"Escape room ""Kidnapped!"" by Colorado Escape in Denver",https://worldofescapes.com/denver/quests/colorado-escape-kidnapped,"10699 Melody Dr Suite B, Northglenn, CO 80234",You have been invited to a party! Once you get to the party you realize it is a trap. You get lured into a dark room and slam. The door locks. You have one hour to escape before the serial killer finishes his game.,2-6,60,Average,None,,0.4,2,6,60 minutes,nan,1,None,"10699 Melody Dr Suite B, Northglenn, CO 80234, USA",39.891392,-104.9937652
"Escape room ""Death Row"" by Pikes Peak Escape Rooms in Colorado Springs",https://worldofescapes.com/colorado-springs/quests/pikes-peak-escape-rooms-death-row,"1826 E Platte Ave Suite 200 Colorado Springs, CO 80909",Bobby Ray will be executed in one hour for a horrible crime. He claims he is innocent! The Governor wants to get to the bottom and summons you to investigate. Will you prove his innocence in time to save his life?,2-8,60,Difficult,Not scary,10+,None,2,8,60 minutes,10,2,0,"1826 E Platte Ave #200, Colorado Springs, CO 80909, USA",38.8375356,-104.7935739
"Escape room ""The Mystery of Stillwater Asylum"" by Kryptic Tales in Orange County",https://worldofescapes.com/orange-county/quests/kryptic-tales-the-mystery-of-stillwater-asylum,"10221 Slater Ave #118 Fountain Valley, CA 92708","A string of people have gone missing in the area and the Zodiac Killer is still at large! As amateur detectives, you’ve received a mysterious letter on your desk with a single word... “STILLWATER”, the name of an old, abandoned asylum at the far edge of town.

With your new lead, you and your team head to the asylum looking for answers...but what you find may be more than you bargained for...",2-6,60,Average,Not scary,7+,None,2,6,60 minutes,7,1,0,"10221 Slater Ave #118, Fountain Valley, CA 92708, USA",33.7096251,-117.9503912
"Escape room ""Mystery at the Manor"" by Two Trees Escape in Ventura",https://worldofescapes.com/ventura/quests/two-trees-escape-mystery-at-the-manor,"2855 Johnson Dr Unit D Ventura, CA 93003","Eight guests from dueling nations were invited to a secluded island manor by Mr. Peabody, a wealthy benefactor orchestrating a peace treaty and donating his treasured Peace Diamond. Suddenly, Mr. Peabody is found dead, and now everybody is a suspect. Solve the mystery before the murderer strikes again!",2-10,60,Average,Not scary,10+,None,2,10,60 minutes,10,1,0,"2855 Johnson Dr Unit D, Ventura, CA 93003, USA",34.2484527,-119.1970686
"Escape room ""Perfumer"" by Quest Room in Los Angeles",https://worldofescapes.com/los-angeles/quests/quest-room-perfumer,"5517 Santa Monica Blvd, Los Angeles, CA 90038","In 18th Century France, the world's greatest perfumer has finally been caught and executed. After years of slaying young women, it was discovered that he used them to extract their scents to create - the perfect Perfume.
You and your fellow Perfumers have the opportunity to sneak into his perfumery and complete his life goal. Do you have the nerve, and nose to achieve the glory and power of the perfect Scent?",2-6,90,Very difficult,Not scary,,None,2,6,90 minutes,nan,3,0,"5517 Santa Monica Blvd, Los Angeles, CA 90038, USA",34.09110880000001,-118.309993
"Escape room ""Escape the 80s"" by Room Escape Atlanta in Atlanta",https://worldofescapes.com/atlanta/quests/room-escape-atlanta-escape-the-80s,"314 Auburn Ave, Atlanta GA 30303","It’s 1980-something and tonight you and your gnarly team of super freaks have made the VIP list to the party of the century. You’ll need to complete the challenges, solve the riddles and beat the DJ before you find yourselves Trapped in the 80’s forever!",3-10,60,Average,Not scary,14+,0.61,3,10,60 minutes,14,1,0,"314 Auburn Ave NE, Atlanta, GA 30303, USA",33.755667,-84.37734770000002
"Escape room ""Cat Burglar"" by Escape Artists in Orlando",https://worldofescapes.com/orlando/quests/escape-artists-orlando-cat-burglar,"115 N Oak Avenue Sanford, FL 32771","You and your team are the best cat burglars in the world. You will need to penetrate a billionaire’s mansion, steal his offshore bank account codes, and escape with the codes and your life. Mr. Bestunkovich is not known for taking prisoners, so if you are caught, you may not live to tell about it. If you succeed, the reward will be worth the risk.",2-6,60,Difficult,Not scary,10+,None,2,6,60 minutes,10,2,0,"115 N Oak Ave, Sanford, FL 32771, USA",28.8123422,-81.26871779999999
"Escape room ""The Secret Gallery (Quest to the Forbidden Temple)"" by Dynamic Escape Rooms in Phoenix",https://worldofescapes.com/phoenix/quests/dynamic-escape-rooms-the-secret-gallery-quest-to-the-forbidden-temple,"1797 W University Dr, Suite 168, Tempe AZ 85281","CHAPTER 1: THE SECRET GALLERY It's said that the legendary mystical stones of the Forbidden Temple have been lost for over two centuries. Word has reached you that nefarious multi-billionaire and self-proclaimed genius Prof. Hans Grubber has acquired a couple of them. You suspect he is hiding them in a secret gallery located under his most remote mansion. Your mission won’t be easy. You and your team must break into the mansion, gain access to the gallery and recover the sacred stones. Connect all the dots to outsmart Grubber's evil genius and steal back the sacred objects that will put you one step closer to the Forbidden Temple.
",2-10,60,Difficult,Not scary,14+,0.3,2,10,60 minutes,14,2,0,"1797 W University Dr #168, Tempe, AZ 85281, USA",33.4203928,-111.9688615
"Escape room ""1969 - Insurgent Attack"" by The Escapeopolis Project in Fayetteville (AR)",https://worldofescapes.com/fayetteville-ar/quests/the-escapeopolis-project-1969,"406 East Henri De Tonti Boulevard Tontitown, AR 72762","Your team of new recruits has been assigned to the Security Operations (SecOps) center of The Escapeopolis Project. SecOps is responsible for the security of the entire Escapeopolis facility and it's Thorium-Fueled Nuclear Powerplant. Suit up, keep the people of Escapeopolis safe and maintain the Thorium-fueled nuclear plant's integrity.",2-10,90,Average,Not scary,10+,None,2,10,90 minutes,10,1,0,"406 E Henri De Tonti Blvd, Springdale, AR 72762, USA",36.1766096,-94.2296109
"Escape room ""The Cursed Vault"" by Epic Escape Game in Denver",https://worldofescapes.com/denver/quests/epic-escape-game-the-cursed-vault,"9600 E. Arapahoe Road, Suite 212, Greenwood Village, CO 80112","The world's most dangerous artifacts are located, contained, and housed by agents of the covert government agency Warehouse 7. Disturbingly all contact has been lost with the curator. In his last report he indicated he would be making changes to the Angel of Death's containment cell in The Cursed Vault. You have only one hour to find out why we've lost contact and secure all artifacts before steps are taken to ensure the safety of the world.",2-8,60,Average,Not scary,,0.38,2,8,60 minutes,nan,1,0,"9600 E Arapahoe Rd #212, Greenwood Village, CO 80112, USA",39.5940024,-104.8777361
"Escape room ""Haunted Pirate Shipwreck"" by Boxroom Escape Games in Miami",https://worldofescapes.com/miami/quests/boxroom-escape-games-haunted-pirate-shipwreck,"2042 Hollywood Blvd, Hollywood, FL 33020","You are a group of treasure hunters, who have finally traced the location of shipwrecks of one of the most successful crews of The Golden Age of Piracy. Locating the wrecks was a great success, yet you still need to find the treasure, and everyone knows that pirate treasures are always well hidden and well guarded…",2-7,60,Difficult,A little scary,,None,2,7,60 minutes,nan,2,1,"2042 Hollywood Blvd, Hollywood, FL 33020, USA",26.011231,-80.1484728
"Escape room ""Dracula Experience"" by Prescott Escape Room in Prescott",https://worldofescapes.com/prescott/quests/prescott-escape-room-dracula-experience,"532 S. Montezuma, Ste. B, Prescott, AZ 86303",You are locked in Dracula's castle. You will need to follow challenging clues needed to solve puzzles and decipher codes in order to get the key to escape before Dracula returns at sunrise. Can you accomplish your task?,2-8,60,Average,Not scary,5+,None,2,8,60 minutes,5,1,0,"532 S Montezuma St Ste. B, Prescott, AZ 86303, USA",34.5330135,-112.470558
"Escape room ""Vikings"" by Time Travel Escapes in West Palm Beach",https://worldofescapes.com/west-palm-beach/quests/time-travel-escapes-vikings,"401 Maplewood Drive #18, Jupiter, FL 33458","We need a team of warriors to travel back in time to the year 1,000 AD to board a Viking merchant ship. Captain Leif Erikson has fallen very ill and will not be able to sail the ship. You will need to work as a team and use both decks of the ship to complete tasks. You and your crew must find all the clues and figure out how to chart your way back home to save his life. ",2-8,60,Average,Not scary,8+,None,2,8,60 minutes,8,1,0,"401 Maplewood Dr #18, Jupiter, FL 33458, USA",26.931081,-80.1242772
"Escape room ""Biohazard"" by Amazing Escape in Atlanta",https://worldofescapes.com/atlanta/quests/rush-escape-room-virus,"6040 Unity Dr Suite C, Norcross, GA 30071","Your research team is trapped in an abandoned laboratory underground. In 45 minutes, it is set to self-destruct unless you find a top-secret anti-virus to save the world. Will you recover it in time and escape?",2-8,45,Difficult,Not scary,14+,0.3,2,8,45 minutes,14,2,0,"6040 Unity Dr Suite C, Norcross, GA 30071, USA",33.91408620000001,-84.2052344
"Escape room ""It's a Holodeck Mr. Holmes"" by Epic Escape Game in Denver",https://worldofescapes.com/denver/quests/epic-escape-game-its-a-holodeck-mr-holmes,"1750 N. Gilpin Street, Denver, CO 80218","A new holo-program has just arrived on your starship. You gather your shipmates to see if you're equal to Sherlock Holmes. As you step into the holodeck your ship hits a nebula, causing a power surge. Now the holodeck won't obey any commands. The only way out is to outsmart the artificial Moriarty and solve the murder before you fall victim to his trap.",2-8,60,Average,Not scary,,0.35,2,8,60 minutes,nan,1,0,"1750 Gilpin St, Denver, CO 80218, USA",39.744178,-104.966882
"Escape room ""The Voodoo Cabin"" by Gulf Coast Escape Room in Orange Beach",https://worldofescapes.com/gulf-shores/quests/gulf-coast-escape-room-gs-voodoo-cabin,"701 Gulf Shores Parkway Gulf Shores, AL 36542","You have gone to New Orleans to party for Mardi Gra and you get drugged and kidnapped. When you wake up, you and several other friends find yourselves trapped in the Marie Laveau Voodoo Cabin. You have an hour to escape the cabin before you are sacrificed!",2-10,60,Average,A little scary,14+,None,2,10,60 minutes,14,1,1,"701 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",30.25455269999999,-87.6891217
"Escape room ""Abandoned: The Story of House 901"" by Greeley's Great Escape in Fort Collins",https://worldofescapes.com/fort-collins/quests/greeleys-great-escape-abandoned-the-story-of-house-901,"901 35th Ave A, Greeley, CO 80634","The abandoned house at 901 sat lonely and empty since the early 1950’s. The single family home, with it’s empty windows and silent halls attracted attention from local children and teens over the years. 

Locals often call it haunted but every so often someone was dared to go inside, however, it wasn’t rare for the person to disappear completely. Or worse, come out gibbering nonsense and failing to gain their mind back afterwards. 

But why? What could be so horrendous inside that people’s sanity crumbled? You and your friends have decided to find out. You’ve gathered every scrap of evidence you could get your hand on, and discovered little. The last family to live there were Jane and Jerald Robinson, a happy couple with children. A news article you had dug up detailed a strange exit from the home. No packing was done. No pre-planned moving. It was as if they had suddenly fled in the middle of the night. 

Even stranger still, though the article talked about 2 children, it only mentioned a son. Why did this family leave and why is only one child identified?

Your fearless group has decided to answer these questions for yourselves. Stepping foot on the property. In the window, a light flickers, and the sound of a girl’s high-pitched giggle echoes as you open the front door. Will you discover where this ghostly giggle originates?

 Or will you too, become it’s victim?

Are you brave enough to go into the house at 901?",2-8,60,Average,Scary,14+,None,2,8,60 minutes,14,1,2,"901 35th Ave A, Greeley, CO 80634, USA",40.4236264,-104.7355412
"Escape room ""The Setup"" by Room With A Clue in Hartford",https://worldofescapes.com/west-hartford/quests/room-with-a-clue-the-setup,"30 Echo Lake Rd Watertown, CT 06795",You've landed yourselves in the wrong place at the wrong time. You're being set up by a crazy stalker for a crime you didn't commit. The real suspect is on the loose and getting away. Will you solve the mystery and find the clues before time runs out?,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"30 Echo Lake Rd, Watertown, CT 06795, USA",41.6030402,-73.1153532
"Escape room ""Black Beard's Brig"" by Escape Blue Ridge in Atlanta",https://worldofescapes.com/atlanta/quests/escape-blue-ridge-black-beards-brig,"389 West First Street Blue Ridge, GA 30513","As you enter the room, handcuffed, you will be faced with escaping before the evil pirates come back to determine your fate. Will you be able to escape before the pirates make you walk the plank?",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"389 W First St, Blue Ridge, GA 30513, USA",34.8673599,-84.32466269999999
"Escape room ""Demolition Abduction"" by Amazing Escapes of Boise in Boise",https://worldofescapes.com/boise/quests/amazing-escapes-of-boise-demolition-abduction,"6555 W. Overland Rd., Suite 120, Boise, ID 83709","You've been abducted by a ruthless gang who have mistaken you for undercover cops. They've taken you to an old abandoned building that is scheduled for demolition.
Having been locked up and left for dead, can you escape the building before it comes crashing down?!",2-6,60,Average,Not scary,8+,None,2,6,60 minutes,8,1,0,"6555 W Overland Rd #120, Boise, ID 83709, USA",43.5894202,-116.2624841
"Escape room ""The Pearled Pachyderm"" by Phoenix Puzzle Room in Phoenix",https://worldofescapes.com/phoenix/quests/Phoenix-Puzzle-Room-The-Pearled-Pachyderm,"106 North Central Avenue, Phoenix, AZ 85004","Alexander Forsythe, the eccentric world traveler, is known to have a treasure in his study. You and your team have exactly one hour before the security guard comes around again, to find the “Pearled Pachyderm” and escape undetected!",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"106 N Central Ave, Phoenix, AZ 85003, USA",33.4495099,-112.0740651
"Escape room ""Zombie Hour"" by Paranoia Quest in Atlanta",https://worldofescapes.com/atlanta/quests/paranoia-quest-zombie-hour,"3333 Buford Drive NE, Suite VB03, Buford GA 30519","It’s a Zombie Apocalypse world!
Remaining survivors hide in the Vault’s around the world.
But there is a hope.
The Infection vaccine was uploaded to the one of research Vault’s in Eastern Europe.
Unfortunately, the scientist there never responded.

Your mission, assemble special forces team to break into the facility.
and get the vaccine before it’s too late.

You must succeed at all cost, this is our final hour…..

Zombie Hour!",2-8,60,Very difficult,A little scary,8+,0.11,2,8,60 minutes,8,3,1,"3333 Buford Dr, Buford, GA 30519, USA",34.0647052,-83.98411469999999
"Escape room ""Dauntless Prison"" by Race to Escape in Tampa",https://worldofescapes.com/tampa/quests/race-to-escape-dauntless-prison,"2435 US Highway 19 N Suite 101 Holiday, FL 34691",Half of you are prisoners. Half of you are breaking them out. A locked prison door separates you. Venture back to the 1400’s as you work together to break out of the Dauntless Prison.,6-10,60,Very difficult,Not scary,,None,6,10,60 minutes,nan,3,0,"2435 US-19, Holiday, FL 34691, USA",28.1948989,-82.7402891
"Escape room ""The Starlight Lounge"" by Amazing Escape Room in Los Angeles",https://worldofescapes.com/los-angeles/quests/Amazing-Escape-Room-The-Starlight-Lounge,"16933 Parthenia St Northridge, CA 91343","It's 1976 and the LAPD has asked you to help Agent Habersham build evidence for a case against notorious crime boss Jerry Ash. There's only one hour until he boards a plane to South America where he'll be out of reach to American law enforcement. You are headed into the back area of Ash's Los Angeles nightclub, The Starlight Lounge. Can you find the missing evidence and piece together the story before it's too late?",2-8,60,Difficult,Not scary,12+,0.35,2,8,60 minutes,12,2,0,"16933 Parthenia St, Northridge, CA 91343, USA",34.2289379,-118.5017268
"Escape room ""Mafia Gallery"" by ConTRAPtions Escape Rooms in Fort Collins",https://worldofescapes.com/fort-collins/quests/contraptions-escape-rooms-mafia-gallery,"3720 S. College Ave. Suite B Fort Collins, CO 80525","Kidnapped by the mob and trapped in a hangout with a deadly timer! This room is ""an offer you can't refuse""... do you have what it takes to survive? Come find out!",2-10,60,Difficult,Not scary,5+,0.4579,2,10,60 minutes,5,2,0,"3720 S College Ave Suite B, Fort Collins, CO 80525, USA",40.5358993,-105.076356
"Escape room ""Room Omega"" by Omescape in San Francisco",https://worldofescapes.com/sfbay/quests/room-omega-ca,"5327 Jacuzzi St #3H Richmond, CA 94804","Professor Stanley, known for his theory of time travel, disappeared inside his own office three days ago. His latest research focused on multiple time dimensions. You have to retrace his steps to unravel the mystery of his disappearance. Pay attention to any clues related to time, otherwise, the same thing could happen to you…",2-6,60,Difficult,Not scary,14+,0.37,2,6,60 minutes,14,2,0,"5327 Jacuzzi St #3H, Richmond, CA 94804, USA",37.8983007,-122.3101316
"Escape room ""Moonshine Cabin"" by Legends Escape Rooms in Tampa",https://worldofescapes.com/tampa/quests/legends-escape-rooms-moonshine-cabin,"952 W. Brandon Blvd Brandon, FL 33510",The law has finally caught up with Kentucky moonshiner & whiskey rebel Bubba Bunyan who has been arrested. You'll have 60 minutes to steal his prized moonshine recipe before the law arrives.,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"952 W Brandon Blvd, Brandon, FL 33511, USA",27.9382891,-82.2968235
"Escape room ""Santa's Naughty List"" by The Greatest Escape Games in Colorado Springs",https://worldofescapes.com/colorado-springs/quests/the-greatest-escape-games-santas-naughty-list,"801 South Tejon Street Colorado Springs, CO 80903",Oh no! You and your friends just got notification that you are on Santa’s Naughty list. Luckily you know a sneaky little elf that can help you gain access to Santa’s office for an hour while he’s at his annual meeting with all the other holiday mascots. You need to find the naughty list and escape Santa’s office before the time runs out!,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"801 S Tejon St, Colorado Springs, CO 80903, USA",38.8228788,-104.8237676
"Escape room ""The Agency"" by Escape The Room Scottsdale in Phoenix",https://worldofescapes.com/phoenix/quests/escape-the-room-az-the-agency,"7017 E Main St Scottsdale, AZ 85251","This is not a regular mission for your special agents' department! The time frame is very strict here: execute it in an hour or less, and you get to stay. Fail, and your services are no longer required.",2-10,60,Difficult,Not scary,14+,None,2,10,60 minutes,14,2,0,"7017 E Main St, Scottsdale, AZ 85251, USA",33.4929013,-111.9297524
"Escape room ""Jesse James"" by The Experience Escape Rooms in Centerton",https://worldofescapes.com/springdale/quests/the-experience-escape-rooms-jessie-james,"210 N Main St Cave Springs, AR 72718","The Jesse James Gang has arrived in town before Jesse and they have attempted to rob the bank, only to get caught!

Jesse has given them one hour to redeem themselves and escape. There has only been one successful escape from this jail.

Can you solve the mystery, escape in under 60 minutes and appease Jesse?  Or will you be joining Eugene for a hand of poker?",2-8,60,Average,Not scary,14+,None,2,8,60 minutes,14,1,0,"210 N Main St, Cave Springs, AR 72718, USA",36.2645715,-94.23114230000002
"Escape room ""Bunker"" by PanIQ Escape Room Los Angeles in Los Angeles",https://worldofescapes.com/los-angeles/quests/paniq-entertainment-the-bunker,"3393 Barham Blvd, Los Angeles, CA 90068",You are a part of an internationally wanted terrorist group and a member of the group was locked into a torture chamber where he was tortured and interrogated. You have 60 minutes to destroy the evidence and get out!,2-7,60,Very difficult,Not scary,10+,None,2,7,60 minutes,10,3,0,"3393 Barham Blvd, Los Angeles, CA 90068, USA",34.1330469,-118.3442289
"Escape room ""Nuclear Meltdown"" by Baffled Escape Rooms in Phoenix",https://worldofescapes.com/phoenix/quests/baffled-escape-rooms-nuclear-meltdown,"7420 W. Cactus Road STE B12 Peoria, AZ 85381",You are the best and brightest the FBI has to offer and you have been called upon to unravel and decipher the code of a brilliant computer hacker. He has accessed the launch codes to an arsenal of nuclear warheads that are all aimed at the superpowers of the world. The launch is scheduled to start in an hour. Do you and a group of your peers have what it takes to stop the final countdown?,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"7420 W Cactus Rd B12, Peoria, AZ 85381, USA",33.5964016,-112.2196334
"Escape room ""The Asylum"" by Down the Rabbit Hole in Tucson",https://worldofescapes.com/tucson/quests/down-the-rabbit-hole-the-asylum,"5132 E Pima St Tucson, AZ 85712","Though the asylum has been abandoned for many decades, you and your team have been tasked with investigating recent mysterious disturbances that seemingly emanate from this room. Once inside, the door violently shuts behind you and you must now discover the way out before you succumb to Victoria’s revenge!",2-6,60,Very difficult,A little scary,18+,0.11,2,6,60 minutes,18,3,1,"5132 E Pima St, Tucson, AZ 85712, USA",32.243165,-110.8829063
"Escape room ""Resurrection"" by Quest Room in Los Angeles",https://worldofescapes.com/los-angeles/quests/quest-room-resurrection,"1815 Hawthorne Blvd Redondo Beach, CA 90278","A serial killer is on the loose! You know the most recent victim. The police haven't gotten anywhere and it seems the case might be going cold. Perhaps, the best place to start is where the last victim was killed. You think you're on the right path but you soon find not all the decisions you make are the right one.",2-6,60,Average,Scary,,None,2,6,60 minutes,nan,1,2,"1815 Hawthorne Blvd, Redondo Beach, CA 90278, USA",33.8717108,-118.3560566
"Escape room ""Zodiac Killer"" by Fox in a Box Orange County in Orange County",https://worldofescapes.com/orange-county/quests/fox-in-a-box-orange-county-zodiac-killer,"123 W. Amerige Ave., Fullerton CA 92832","You are captured by a serial killer. Tied up and left in his lair, escape is your only chance. His method of operation is much like one Infamous Zodiac killer had. Has the real Zodiac returned or is this his copycat? You have only 60 minutes to escape, or the next body in a morgue will be yours. ",2-6,60,Difficult,A little scary,4+,0.3,2,6,60 minutes,4,2,1,"123 W Amerige Ave, Fullerton, CA 92832, USA",33.872032,-117.925247
"Escape room ""Nautilus"" by 60out Escape Rooms in Los Angeles",https://worldofescapes.com/los-angeles/quests/60out-escape-rooms-nautilus,"135 S Western Ave Los Angeles, CA 90004","A ship is lost without its captain, but the twist and turns of the sea deliver you and your team to this state-of-the-art, abandoned ship. It's got a bit of a personality, but you don't mind, as long as you're safe from what lurks in the ocean.",2-6,60,Difficult,Not scary,12+,None,2,6,60 minutes,12,2,0,"135 S Western Ave, Los Angeles, CA 90004, USA",34.0720534,-118.30958
"Escape room ""Death Row"" by Xtreme Escape Games in Marco Island",https://worldofescapes.com/marco-island/quests/xtreme-escape-games-death-row,"909 North Collier Boulevard, Marco Island, FL 32084","You’ve been convicted and sentenced to the death penalty by electrocution for unmentionable crimes.  You have exactly 60 minutes before you time is up.  All your appeals have been denied, all options exhausted and your last meal has been served! You are going to FRY!  Unless… you can successfully find the clues left behind by the spirit of Ms. Ruth Snyder, a former death row inmate, and escape Ol’ Sparky before the warden comes calling!",2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"909 N Collier Blvd, Marco Island, FL 34145, USA",25.9530648,-81.7268141
"Escape room ""Clue-Dunnit?"" by Escape Reality Games in Sarasota",https://worldofescapes.com/sarasota/quests/escape-reality-games-clue-dunnit,"6250 N Lockwood Ridge Rd Sarasota, FL 34243","World famous mystery novelist Una Owen has just been found dead in her family's cabin.  The police think it was a suicide, but her assistant Grace thinks something nefarious happened out there in the woods...  It's up to your team of private detectives to find the truth.",3-8,60,Very difficult,Not scary,,None,3,8,60 minutes,nan,3,0,"6250 N Lockwood Ridge Rd, Sarasota, FL 34243, USA",27.3881872,-82.5055304
"Escape room ""Houdini's Magic Cell - Destination Budapest"" by ALL IN Adventures Lawrenceville in Atlanta",https://worldofescapes.com/atlanta/quests/all-in-adventures-lawrenceville-houdinis-magic-cell-destination-budapest,"5900 Sugarloaf Pkwy #134 Lawrenceville, GA 30043","Just like Houdini began, you will start your quest off by using card trick and manipulations to conquer Level 3 of the game and then if you make it through that it is time to take on handcuffs and padlocks! Good luck escaping Houdini’s Magic Cell!!!
",2-10,60,Difficult,Not scary,14+,None,2,10,60 minutes,14,2,0,"5900 Sugarloaf Pkwy #134, Lawrenceville, GA 30043, USA",33.9811233,-84.079501
"Escape room ""Diamond Heist"" by MindQuest Escape Games in West Palm Beach",https://worldofescapes.com/west-palm-beach/quests/mindquest-escape-games-jupiter-diamond-heist,"103 US Hwy 1, Unit C1, Jupiter FL 33477","The Star of Dreams Diamond has been stolen! Montgomery Bank & Trust is a known front for money laundering and other criminal activity. We have reliable intel that indicates the Star of Dreams is secured somewhere on their premises, presumably under the watchful eye of the bank's president, Charles Montgomery, III. It's up to you to break into Montgomery's office, locate his secret vault and confiscate the diamond before he returns. We need your help to ensure the Star of Dreams is recovered by its rightful owner!",2-8,60,Easy,Not scary,,0.75,2,8,60 minutes,nan,0,0,"103 US-1 C1, Jupiter, FL 33477, USA",26.9324175,-80.07782399999999
"Escape room ""Jungle Quest VR"" by VR Tech Lounge in Boise",https://worldofescapes.com/boise/quests/vr-tech-lounge-jungle-quest,"1551 W Cherry Ln Meridian, ID 83642","During a walk in the park, you found a portal that leads to the mysterious world. An amazing sanctuary populated by animals appears in front of you. But how do you get back? To find the way home, you have to solve a series of puzzles and explore the mysterious world of flying islands.

",2-6,60,Difficult,Not scary,,None,2,6,60 minutes,nan,2,0,"1551 W Cherry Ln, Meridian, ID 83642, USA",43.6186942,-116.4124079
"Escape room ""Wizard School"" by Escape Room Vail in Avon",https://worldofescapes.com/avon/quests/escape-room-vail-wizard-school,"2111 N Frontage Rd W SUITE E Vail, CO 81657","Vail’s newest room! You and your group are students of Vail’s Wizard School. School is not in session, but you just received an alert that there is a large troll ransacking the town of Vail. You know that trolls love eating magical owls so you and your crew are breaking into the school to save the school pet owl. Can you break into the school, find your beloved owl and escape in time?
",3-6,60,Average,Not scary,6+,0.6,3,6,60 minutes,6,1,0,"2111 N Frontage Rd W SUITE E, Vail, CO 81657, USA",39.6316667,-106.4174326
"Escape room ""King Tut's Catacomb"" by ​Kleen Escape Adventures in Hartford",https://worldofescapes.com/west-hartford/quests/kleen-escape-adventures-king-tuts-catacomb,"90 South Park Street, Willimantic CT 06226","You are the first to discover King Tut's tomb, but upon entering your skin crawls. Something doesn't feel right. Suddenly the door slams shut! Can you escape before the curse holds you captive forever?",2-6,60,Difficult,Not scary,12+,None,2,6,60 minutes,12,2,0,"90 S Park St, Willimantic, CT 06226, USA",41.7072493,-72.21102479999999
"Escape room ""A-Files"" by Escape Room Adventure in Daytona Beach",https://worldofescapes.com/daytona-beach/quests/escape-room-adventure-a-files,"388 S Atlantic Ave Ormond Beach, FL 32176",The year is 1970 and the government is hiding a secret. You and your group will take on the challenge of exposing the secret that will change the world! ,2-8,60,Average,Not scary,,None,2,8,60 minutes,nan,1,0,"388 S Atlantic Ave, Ormond Beach, FL 32176, USA",29.2816103,-81.0354637
"Escape room ""The Harvest Motel"" by 3rd Day Escape in San Diego",https://worldofescapes.com/san-diego/quests/3rd-day-escape-harvest-motel,"7969 Engineer Rd. Suite 215 San Diego, CA 92111","Guests will be split between four rooms upon check-in. After entering a dream state, you must work to unlock your respective rooms and come together to escape within 60 minutes before becoming a Permanent Guest at The Harvest Motel. It won't take long to realize something is not right. A dark secret hides within these walls. An ancient evil...",4-12,60,Average,Scary,16+,None,4,12,60 minutes,16,1,2,"7969 Engineer Rd #215, San Diego, CA 92111, USA",32.8255314,-117.1523484
"Escape room ""Lockdown"" by Digital Escape Rooms in Orlando",https://worldofescapes.com/orlando/quests/digital-escape-rooms-lockdown,"3873 Avalon Park E. Blvd. Orlando, FL 32828","Establish a bulkhead onboard Station Praesidium where ABIGAIL, a hostile artificial intelligence, has ruled uncontested for hundreds of years. Together with your crewmates, assemble everything you will need to survive in a technological adventure through both real and virtual space on board the space station before ABIGAIL is able to send the space station’s… pets… to deal with you.",3-4,30,Average,Not scary,,None,3,4,30 minutes,nan,1,0,"3873 Avalon Park E Blvd, Orlando, FL 32828, USA",28.5090072,-81.15468849999999
